cluster,next.cluster,geo_id,StartTime,EndTime,Lon.50.,Lon.2.5.,Lon.97.5.,Lat.50.,Lat.2.5.,Lat.97.5.,sitenum,duration,period,geo.id2,band.id,animal.id,animal.taxon,deploy.on.date,deploy.on.time_GMT,deploy.off.date,deploy.off.time,lig.estimated.deploy.day,lig.estimated.recovery.day,animal.latest.date.born,animal.life.stage,Age.status,Wing.cord.mm,animal.mass,animal.sex,animal.taxon.detail,attachment.type,deploy.latitude,deploy.longitude,recovery.latitude,recovery.longitude,deployment.comments,deployment.end.type,manipulation.type,study.site,deploy.range,tag.comments,study.site.specification,tag.manufacturer.name,tag.mass,tag.model,tag.readout.method,tag.serial.no,Study,preliminary_analysis,recording_interval_seconds,light_threshold,Time_shift_hours,Recorded_North_South_mig,Light_Data_Available,Time_shift,In_habitat_median_zenith_angle,Hill_Ekstrom_median_angle,tol,MCMC.iter,MCMC.thin,MCMC.chains,changeLight.days,changelight.quantile,mergesites.distance,stat.nbr.limit,path.elongated,Insert_twilights,Range_region,Fall_carrib_edits,Clock_drift_edits,mod.deploy.lon,mod.deploy.lat,nbr.arrival,nbr.departure,spring.equinox.year,spring.equinox.date,Recaptured,IH.calib.start,IH.calib.end,IH.calib.start2,IH.calib.end2,Zenith0_adjustment,br.departure,br.arrival,br.departure.woodsworth,br.arrival.woodsworth,nbr.arrival.woodsworth,nbr.departure.woodsworth,X,First.trans.flight.start,first.trans.flight.start,First.trans.flight.start.1,first.trans.flight.start.1,light.review.quality,Breeding_region_MC,site_type,IQR.lon.dist,IQR.lat.dist,fall.br.departure,spring.br.arrival,NB_count,year.difference,NB.last.site.arrival,sorted.num
5,14,V7638_011,2019-05-06T00:38:55Z,2019-05-12T01:20:30Z,-90.02942421232096,-93.24624155086343,-86.92614165263866,36.165499113474155,32.7910046764178,40.09450714962224,12,6.028877314814815,Pre-breeding migration,,1760-53590,NA,Setophaga,2018-07-12,,2019-07-08,NA,,,,AHY,Adult,NA,NA,Male,Striata,,63.72384,-149.41913,63.72527,-149.41557,,,,"Denali, Alaska",Breeding,,,Biotrack,,MK-6040,,,Unpublished,No,120,NA,NA,Both,Yes,No,91.35702502,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,No,Western,FALSE,FALSE,-149.416795,63.722625,2018-10-11,2019-04-26,2019,2019-03-19,Yes,2018-07-25T04:00:00Z,2018-08-25T04:00:00Z,NA,NA,3.5,2018-08-22,2019-05-22,,,,,NA,,,,,,Northwestern Region,Stopover,567886.9229668013,813022.1763245326,2018-08-21T13:51:22Z,2019-05-21T07:06:00Z,NA,0,2018-10-28T10:08:00Z,5
14,NA,V7638_011,2019-05-21T07:06:00Z,2019-06-17T10:44:00Z,-149.416795,-149.41913,-149.41913,63.722625,63.72384,63.72384,13,27.15138888888889,Breeding,,1760-53590,NA,Setophaga,2018-07-12,,2019-07-08,NA,,,,AHY,Adult,NA,NA,Male,Striata,,63.72384,-149.41913,63.72527,-149.41557,,,,"Denali, Alaska",Breeding,,,Biotrack,,MK-6040,,,Unpublished,No,120,NA,NA,Both,Yes,No,91.35702502,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,No,Western,FALSE,FALSE,-149.416795,63.722625,2018-10-11,2019-04-26,2019,2019-03-19,Yes,2018-07-25T04:00:00Z,2018-08-25T04:00:00Z,NA,NA,3.5,2018-08-22,2019-05-22,,,,,NA,,,,,,Northwestern Region,Breeding,0,0,2018-08-21T13:51:22Z,2019-05-21T07:06:00Z,NA,0,NA,14
21,12,V8296_004,NA,NA,-71.08716,-71.08315,-71.08315,47.38339,47.38248,47.38248,1,NA,Pre-breeding migration,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.09,1000,20,3,1,0.84,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-04-05,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Breeding,0,0,2019-09-23T22:37:16Z,2020-05-26T00:50:16Z,NA,0,NA,21
12,NA,V8296_004,2020-02-23T11:02:12Z,2020-04-05T23:22:16Z,-76.08861046855228,-76.32607734949771,-75.847529946033,-3.8383449693664327,-6.267036494628893,-1.387853805196507,10,42.51393518518518,Non-breeding period,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.09,1000,20,3,1,0.84,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-04-05,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Nonbreeding,53152.15847299733,543148.1324749682,2019-09-23T22:37:16Z,2020-05-26T00:50:16Z,2,0,2020-02-23T11:02:12Z,12
12,10,V8296_004,2020-04-07T10:52:01Z,2020-04-18T10:45:16Z,-75.55476526488073,-76.19549108196253,-74.9094616309643,0.2587688471067696,-3.1947274974539877,4.401428719296375,11,10.995312499999999,Pre-breeding migration,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.09,1000,20,3,1,0.84,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-04-05,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Stopover,143158.6835109739,845600.2420348097,2019-09-23T22:37:16Z,2020-05-26T00:50:16Z,NA,0,2020-02-23T11:02:12Z,12
10,9,V8296_004,2020-04-21T10:27:58Z,2020-04-23T10:28:31Z,-72.69431354333844,-74.03607902373327,-71.29524965444007,7.899635277158563,3.5780397458849413,11.215936136089605,12,2.0003819444444444,Pre-breeding migration,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.09,1000,20,3,1,0.84,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-04-05,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Stopover,302211.8161363896,850246.7368893655,2019-09-23T22:37:16Z,2020-05-26T00:50:16Z,NA,0,2020-02-23T11:02:12Z,10
9,21,V8296_004,2020-04-26T23:00:16Z,2020-05-07T23:11:01Z,-69.96887437803255,-70.13726461915897,-69.69785041941347,11.894174707726851,11.249290121977708,12.096809359844915,13,11.007465277777778,Pre-breeding migration,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.09,1000,20,3,1,0.84,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-04-05,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Stopover,47865.144400652316,94345.40999688084,2019-09-23T22:37:16Z,2020-05-26T00:50:16Z,NA,0,2020-02-23T11:02:12Z,9
21,NA,V8296_004,2020-05-26T00:50:16Z,2020-05-27T08:20:06Z,-71.08716,-71.08315,-71.08315,47.38339,47.38248,47.38248,15,1.3123842592592592,Breeding,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.09,1000,20,3,1,0.84,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-04-05,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Breeding,0,0,2019-09-23T22:37:16Z,2020-05-26T00:50:16Z,NA,0,NA,21
21,9,V8296_005,NA,NA,-71.08716,-71.09479,-71.09479,47.38339,47.38323,47.38323,1,NA,Pre-breeding migration,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Breeding,0,0,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,NA,21
9,10,V8296_005,2020-03-15T23:10:54Z,2020-04-01T10:34:02Z,-72.1718853596982,-72.41255177490184,-71.91832524287408,10.44183541583346,6.182122019746291,11.991549940650671,7,16.474398148148147,Non-breeding period,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Nonbreeding,54105.92506748494,646702.5579553015,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,2,0,2020-03-15T23:10:54Z,9
10,9,V8296_005,2020-04-02T23:08:42Z,2020-04-09T10:34:32Z,-72.02590821627807,-72.77530504648512,-71.25546830968595,7.357623077000268,2.7788288024388685,11.374201182810111,8,6.476273148148148,Pre-breeding migration,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Stopover,167794.30693624783,956832.4765614944,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,2020-03-15T23:10:54Z,10
9,NA,V8296_005,2020-04-10T23:04:56Z,2020-04-24T10:20:32Z,-72.13422001787366,-72.5859853463546,-71.72926969482845,10.176100274903833,8.09238625317635,11.94969144782647,9,13.469166666666666,Pre-breeding migration,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Stopover,93868.90783367647,429393.2501027004,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,2020-03-15T23:10:54Z,9
9,6,V8296_005,2020-05-03T09:59:14Z,2020-05-06T22:58:17Z,-68.3798143921234,-68.83358294310372,-67.80067700082164,10.520304899023952,9.625871357924849,11.232051502204028,10,3.5410069444444443,Pre-breeding migration,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Stopover,113049.685942662,178799.1557834249,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,2020-03-15T23:10:54Z,9
6,21,V8296_005,2020-05-14T10:33:13Z,2020-05-17T10:35:20Z,-87.1467059589935,-88.1161071028418,-86.08696389986751,32.77877130722119,31.469235444001075,34.70777746351206,12,3.001469907407407,Pre-breeding migration,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Stopover,189912.27852759862,360512.84852458275,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,2020-03-15T23:10:54Z,6
21,NA,V8296_005,2020-06-15T01:14:55Z,2020-06-16T08:10:02Z,-71.08716,-71.09479,-71.09479,47.38339,47.38323,47.38323,15,1.288275462962963,Breeding,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Breeding,0,0,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,NA,21
21,9,V8296_006,NA,NA,-71.08716,-71.08172,-71.08172,47.38339,47.38599,47.38599,1,NA,Pre-breeding migration,,2920-25329,NA,Setophaga,2019-07-09,8:20,?,NA,2019-07-09,,,AHY,Adult,73,13.1,Male,striata,harness,47.38599,-71.08172,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,NA,Both,Yes,Yes,92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,Yes ,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-21,2020-05-28,,,,,NA,,,,,,Eastern Region,Breeding,0,0,2019-09-27T10:35:12Z,2020-05-28T00:40:57Z,NA,0,NA,21
9,NA,V8296_006,2020-04-02T22:59:36Z,2020-05-04T23:00:12Z,-69.75989080769608,-70.18748705053552,-69.36460421990206,10.32833640599007,8.732426174124399,11.441086092506623,10,32.000416666666666,Non-breeding period,,2920-25329,NA,Setophaga,2019-07-09,8:20,?,NA,2019-07-09,,,AHY,Adult,73,13.1,Male,striata,harness,47.38599,-71.08172,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,NA,Both,Yes,Yes,92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,Yes ,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-21,2020-05-28,,,,,NA,,,,,,Eastern Region,Nonbreeding,90118.58418973885,301526.64284645923,2019-09-27T10:35:12Z,2020-05-28T00:40:57Z,3,0,2020-04-02T22:59:36Z,9
9,21,V8296_006,2020-05-06T10:12:42Z,2020-05-10T23:02:12Z,-70.0941328792797,-70.88602841346487,-69.37396707347013,10.805849675020157,9.23968847086256,11.913128959181078,11,4.534375,Pre-breeding migration,,2920-25329,NA,Setophaga,2019-07-09,8:20,?,NA,2019-07-09,,,AHY,Adult,73,13.1,Male,striata,harness,47.38599,-71.08172,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,NA,Both,Yes,Yes,92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,Yes ,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-21,2020-05-28,,,,,NA,,,,,,Eastern Region,Stopover,165337.0651668168,297606.033825738,2019-09-27T10:35:12Z,2020-05-28T00:40:57Z,NA,0,2020-04-02T22:59:36Z,9
21,NA,V8296_006,2020-05-28T00:40:57Z,2020-06-07T08:18:42Z,-71.08716,-71.08172,-71.08172,47.38339,47.38599,47.38599,12,10.317881944444444,Breeding,,2920-25329,NA,Setophaga,2019-07-09,8:20,?,NA,2019-07-09,,,AHY,Adult,73,13.1,Male,striata,harness,47.38599,-71.08172,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,NA,Both,Yes,Yes,92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,Yes ,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-21,2020-05-28,,,,,NA,,,,,,Eastern Region,Breeding,0,0,2019-09-27T10:35:12Z,2020-05-28T00:40:57Z,NA,0,NA,21
21,10,V8296_017,NA,NA,-71.08716,-71.08777,-71.08777,47.38339,47.38355,47.38355,1,NA,Pre-breeding migration,,2920-25338,NA,Setophaga,2019-07-11,5:50,2020-05-27,NA,2019-07-11,,,ASY,Adult,72,10.9,Male,striata,harness,47.38355,-71.08777,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,59.49442113,Both,Yes,Yes,92.5417576,93.25,0.1,1000,20,3,1,0.92,250,14,FALSE,,Eastern,TRUE,FALSE,-71.08716,47.38339,2019-10-12,2020-05-03,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-29T04:00:00Z,NA,NA,0,NA,NA,,,,,NA,2019-10-05,2019-10-07,2019-10-11,2019-10-12,good ,Eastern Region,Breeding,0,0,2019-09-13T23:13:00Z,2020-05-26T00:20:00Z,NA,0,NA,21
10,9,V8296_017,2020-03-30T22:58:30Z,2020-05-03T10:22:15Z,-70.8578604637067,-71.24321214795826,-70.47741664409357,7.30008473946415,5.65455260195602,8.979476567581614,8,33.474826388888886,Non-breeding period,,2920-25338,NA,Setophaga,2019-07-11,5:50,2020-05-27,NA,2019-07-11,,,ASY,Adult,72,10.9,Male,striata,harness,47.38355,-71.08777,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,59.49442113,Both,Yes,Yes,92.5417576,93.25,0.1,1000,20,3,1,0.92,250,14,FALSE,,Eastern,TRUE,FALSE,-71.08716,47.38339,2019-10-12,2020-05-03,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-29T04:00:00Z,NA,NA,0,NA,NA,,,,,NA,2019-10-05,2019-10-07,2019-10-11,2019-10-12,good ,Eastern Region,Nonbreeding,84556.95708063513,370128.84277979296,2019-09-13T23:13:00Z,2020-05-26T00:20:00Z,2,0,2020-03-30T22:58:30Z,10
9,NA,V8296_017,2020-05-04T23:04:00Z,2020-05-08T22:53:18Z,-69.32864293832242,-70.18655420037801,-68.53139577465323,9.53709878225936,7.364288186340148,11.284056208390213,9,3.9925694444444444,Pre-breeding migration,,2920-25338,NA,Setophaga,2019-07-11,5:50,2020-05-27,NA,2019-07-11,,,ASY,Adult,72,10.9,Male,striata,harness,47.38355,-71.08777,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,59.49442113,Both,Yes,Yes,92.5417576,93.25,0.1,1000,20,3,1,0.92,250,14,FALSE,,Eastern,TRUE,FALSE,-71.08716,47.38339,2019-10-12,2020-05-03,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-29T04:00:00Z,NA,NA,0,NA,NA,,,,,NA,2019-10-05,2019-10-07,2019-10-11,2019-10-12,good ,Eastern Region,Stopover,181704.59404646524,436346.58024237055,2019-09-13T23:13:00Z,2020-05-26T00:20:00Z,NA,0,2020-03-30T22:58:30Z,9
9,4,V8296_017,2020-05-10T10:04:15Z,2020-05-13T23:05:22Z,-69.95664788409235,-70.24761877473284,-69.5089938544848,11.532701057641736,10.59350956394795,12.125064518557215,10,3.5424421296296296,Pre-breeding migration,,2920-25338,NA,Setophaga,2019-07-11,5:50,2020-05-27,NA,2019-07-11,,,ASY,Adult,72,10.9,Male,striata,harness,47.38355,-71.08777,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,59.49442113,Both,Yes,Yes,92.5417576,93.25,0.1,1000,20,3,1,0.92,250,14,FALSE,,Eastern,TRUE,FALSE,-71.08716,47.38339,2019-10-12,2020-05-03,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-29T04:00:00Z,NA,NA,0,NA,NA,,,,,NA,2019-10-05,2019-10-07,2019-10-11,2019-10-12,good ,Eastern Region,Stopover,80563.30056173612,170491.91766901859,2019-09-13T23:13:00Z,2020-05-26T00:20:00Z,NA,0,2020-03-30T22:58:30Z,9
4,21,V8296_017,2020-05-22T00:36:00Z,2020-05-24T09:39:31Z,-77.4946019444198,-78.58849730514703,-76.5589105542725,36.70728776708652,35.457197044430195,38.35557380792054,12,2.3774421296296295,Pre-breeding migration,,2920-25338,NA,Setophaga,2019-07-11,5:50,2020-05-27,NA,2019-07-11,,,ASY,Adult,72,10.9,Male,striata,harness,47.38355,-71.08777,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,59.49442113,Both,Yes,Yes,92.5417576,93.25,0.1,1000,20,3,1,0.92,250,14,FALSE,,Eastern,TRUE,FALSE,-71.08716,47.38339,2019-10-12,2020-05-03,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-29T04:00:00Z,NA,NA,0,NA,NA,,,,,NA,2019-10-05,2019-10-07,2019-10-11,2019-10-12,good ,Eastern Region,Stopover,181126.6673053277,322645.82543880155,2019-09-13T23:13:00Z,2020-05-26T00:20:00Z,NA,0,2020-03-30T22:58:30Z,4
21,NA,V8296_017,2020-05-26T00:20:00Z,2020-05-27T08:40:15Z,-71.08716,-71.08777,-71.08777,47.38339,47.38355,47.38355,13,1.3473958333333333,Breeding,,2920-25338,NA,Setophaga,2019-07-11,5:50,2020-05-27,NA,2019-07-11,,,ASY,Adult,72,10.9,Male,striata,harness,47.38355,-71.08777,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,59.49442113,Both,Yes,Yes,92.5417576,93.25,0.1,1000,20,3,1,0.92,250,14,FALSE,,Eastern,TRUE,FALSE,-71.08716,47.38339,2019-10-12,2020-05-03,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-29T04:00:00Z,NA,NA,0,NA,NA,,,,,NA,2019-10-05,2019-10-07,2019-10-11,2019-10-12,good ,Eastern Region,Breeding,0,0,2019-09-13T23:13:00Z,2020-05-26T00:20:00Z,NA,0,NA,21
21,10,V8296_026,NA,NA,-71.08716,-71.08306,-71.08306,47.38339,47.381100000000004,47.381100000000004,1,NA,Pre-breeding migration,,2920-25334,NA,Setophaga,2019-07-10,7:20,?,NA,2019-07-10,,,ASY,Adult,75,13.4,Male,striata,harness,47.381100000000004,-71.08306,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,55.3807499726613,Both,Yes,Yes,91.8750422138381,93,0.12,1000,20,3,1,0.84,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-16,2020-05-07,2020,2020-03-19,No,2019-07-20T04:00:00Z,2019-09-15T04:00:00Z,NA,NA,0,NA,2020-05-26,,,,,NA,,,,,,Eastern Region,Breeding,0,0,2019-09-20T10:19:37Z,2020-05-26T00:45:07Z,NA,0,NA,21
10,4,V8296_026,2020-04-19T23:09:37Z,2020-05-07T23:01:07Z,-71.32147822413519,-71.73475523427005,-70.90268538783782,8.832432691480445,7.831420443639332,10.783076881465936,14,17.994097222222223,Non-breeding period,,2920-25334,NA,Setophaga,2019-07-10,7:20,?,NA,2019-07-10,,,ASY,Adult,75,13.4,Male,striata,harness,47.381100000000004,-71.08306,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,55.3807499726613,Both,Yes,Yes,91.8750422138381,93,0.12,1000,20,3,1,0.84,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-16,2020-05-07,2020,2020-03-19,No,2019-07-20T04:00:00Z,2019-09-15T04:00:00Z,NA,NA,0,NA,2020-05-26,,,,,NA,,,,,,Eastern Region,Nonbreeding,91527.1835899205,328576.89165554545,2019-09-20T10:19:37Z,2020-05-26T00:45:07Z,3,0,2020-04-19T23:09:37Z,10
